country_code;year;fishing_tech;vessel_length;totkwfishdays;totenercost;enerbykwfishdy;totcrewwage;totlandginc;wagebyinc;totrepcost;repbykwfishday;totvarcost;varbykwfishday
ESP;2009;DTS;VL0612;147238,22;293174,24;1,991155829;557336,23;2582312,06;0,215828381;253193,04;1,719614921;262824,08;1,785026198
ESP;2009;DTS;VL1218;4139847,77;8376474,32;2,023377377;14110534,88;39750537,12;0,354977213;3175477,61;0,767051782;3373076,3;0,814782689
ESP;2009;DTS;VL1824;18401054,13;29262600,78;1,590267632;46227100,58;128632048,9;0,359374674;12580347,73;0,683675383;13104879,66;0,71218092
ESP;2009;DTS;VL2440;38048738,63;114982529;3,021980048;144689433,9;436286052,8;0,331638917;37608397,65;0,988426923;84662369,07;2,225103173
ESP;2009;DTS;VL40XX;14017440,41;40032843,76;2,855931082;48156100,6;174710625,8;0,275633496;13571740,85;0,968203927;37951470,21;2,707446517
ESP;2010;DTS;VL0612;147016,91;286896,22;1,951450483;482990,99;1876010,85;0,257456395;212443,83;1,445029895;159491,19;1,084849287
ESP;2010;DTS;VL1218;3992875,18;14302145,21;3,58191643;12781744,24;44461845,91;0,287476689;8709109,53;2,18116248;4425588,06;1,108371251
ESP;2010;DTS;VL1824;17299414,9;30073147,76;1,738391034;29318033,76;97679511,77;0,300145171;14315768,69;0,827529068;9206554,76;0,532188794
ESP;2010;DTS;VL2440;35926263,4;92426107,32;2,572661295;108082922;316940470,1;0,34101963;28066083,17;0,781213533;53942047,99;1,501465582
ESP;2010;DTS;VL40XX;13966291,63;48034058,31;3,439285072;65861064,76;247641902;0,26595283;13879184,06;0,993763014;45892185,13;3,285924879
ESP;2011;DTS;VL0612;149480,15;449855,75;3,009468147;462650;2253537,5;0,205299446;129239,92;0,864595868;426601,33;2,853899531
ESP;2011;DTS;VL1218;3738337,05;11788469,97;3,153399443;11710653,25;39589936,39;0,295798739;4496245,31;1,202739413;6762557,63;1,80897483
ESP;2011;DTS;VL1824;16273856,98;39312781,29;2,415701535;27867698,55;114262259;0,243892417;8236636,05;0,506126855;14567131,4;0,895124703
ESP;2011;DTS;VL2440;29983631,96;115809466,7;3,862422898;85004647,38;323731406;0,262577698;31051595,62;1,035618222;50061493,05;1,669627386
ESP;2011;DTS;VL40XX;13882022,59;51780618,48;3,730048568;64377589,03;251876252,9;0,255592134;17578888,75;1,266306018;57021133,75;4,107552295
ESP;2012;DTS;VL0612;137487,27;447763,28;3,256761735;520450,99;2552696,84;0,203882804;47186,08;0,343203265;230036,56;1,673148067
ESP;2012;DTS;VL1218;3512161,12;8203307,22;2,335686473;10429230,77;37220927,96;0,280198032;1580045,56;0,449878438;3310065,02;0,942458192
ESP;2012;DTS;VL1824;15195434,01;41556398,73;2,734795117;24389639,04;101581027,5;0,240100338;5860858,11;0,385698632;9037413,39;0,594745328
ESP;2012;DTS;VL2440;28588053,24;106649674,9;3,730567942;79882056,97;312185075,4;0,255880448;22774842,84;0,796655954;36610018,39;1,280605506
ESP;2012;DTS;VL40XX;14150547,52;59652901,83;4,215589662;55433677,51;223970107,8;0,247504803;13066758,02;0,923410066;54967314,73;3,884465576
ESP;2013;DTS;VL0612;125275,74;389813,87;3,111646916;637785,38;1953046,67;0,326559211;214592,07;1,712957912;257209,52;2,053147082
ESP;2013;DTS;VL1218;3525628,37;10758336,84;3,051466494;11763743,58;32368849,36;0,36342792;3270758,72;0,92770944;2266919,57;0,642983132
ESP;2013;DTS;VL1824;14588630,55;39062016,18;2,67756566;14030228,38;83990667,56;0,167045087;6131416,64;0,420287334;9658136,87;0,662031768
ESP;2013;DTS;VL2440;25413938,5;107412863,6;4,226533546;85388934,64;303828568,4;0,281043139;27162722,96;1,068812021;69289913,59;2,726453186
ESP;2013;DTS;VL40XX;12619945,95;55887913,27;4,428538243;62920468,09;244126872,2;0,257736756;15357141,56;1,2168944;64765358,87;5,131983855
ESP;2014;DTS;VL0612;125049,24;334971,95;2,678720398;267598,17;1573317,17;0,17008533;346146,57;2,768082157;19547,22;0,156316184
ESP;2014;DTS;VL1218;3447778,22;11776617,18;3,415711925;14476665,76;39543301,28;0,36609654;2878087,32;0,834765793;4138616,43;1,200371998
ESP;2014;DTS;VL1824;14525677,73;34149682,45;2,350987202;31792532,69;107086670,1;0,296885996;9771962,03;0,672737081;10307575,19;0,709610621
ESP;2014;DTS;VL2440;25652008,68;75964966,18;2,961365214;74870507,76;415807370,5;0,180060559;21927886,05;0,854821403;44241212,19;1,724668533
ESP;2014;DTS;VL40XX;12220564,75;47816416,1;3,912782844;55414469,16;302577089,9;0,183141655;11539923,21;0,944303594;78185170,87;6,397836145
ESP;2015;DTS;VL0612;126751,47;182501,45;1,43983695;714925,58;1930634,27;0,370306065;91718,45;0,72360857;249527,46;1,96863563
ESP;2015;DTS;VL1218;3296260,85;7598073,27;2,305058251;12482449,81;33238750,93;0,375539076;3187588,24;0,96703155;2533835,34;0,768699886
ESP;2015;DTS;VL1824;14499193,72;24600572,39;1,696685544;30285241,31;92921975,56;0,325921195;8858072,84;0,610935547;9395383,97;0,647993547
ESP;2015;DTS;VL2440;24473748,1;60238291,67;2,461343127;78030433,78;293631659,6;0,265742577;26311312,96;1,075083099;55930039,06;2,285307458
ESP;2015;DTS;VL40XX;13581556,21;48772036,46;3,591049192;69722744,86;321678140,9;0,216746916;18121764,58;1,334292205;92254577,45;6,792636722
ESP;2016;DTS;VL0612;113816,91;124989,85;1,098165905;352554,25;1082118,21;0,325800127;70930,93;0,623202036;130203,01;1,143968941
ESP;2016;DTS;VL1218;3244804,23;10476293,49;3,228636536;17819238,19;56670039,89;0,314438427;4610146,53;1,42077802;6068783,75;1,870308136
ESP;2016;DTS;VL1824;13744948,96;24444325,53;1,77842243;40891626,33;124878441,3;0,327451447;12229491,14;0,889744384;13770864,3;1,001885445
ESP;2016;DTS;VL2440;23126878,2;36939711,04;1,597263181;63418151,07;241303891;0,262814457;23319482,01;1,008328137;50084286,44;2,16563109
ESP;2016;DTS;VL40XX;12014119,52;24680730,88;2,054310417;57667042;235236841,6;0,245144602;16259016,95;1,35332572;65633776,26;5,463053381
FRA;2008;DTS;VL0010;1023962,46;1785806;1,744015108;6279840;11148112;0,563309734;642154;0,627126506;287684;0,280951706
FRA;2008;DTS;VL1012;4121931,01;7365021;1,786789003;14441010;38016008;0,379866555;2691425;0,652952462;1645834;0,399287129
FRA;2008;DTS;VL1218;10009169,7;21700744;2,16808633;28233158;81633336;0,345853292;6697913;0,669177684;3571380;0,356810815
FRA;2008;DTS;VL1824;19379462,03;48465064;2,500846717;45529536;153566160;0,296481569;14533847;0,749961324;6429481;0,331767775
FRA;2008;DTS;VL2440;10761672,93;28386962;2,63778338;26821685;89395075;0,300035377;6841147;0,635695495;3401798;0,316103084
FRA;2008;DTS;VL40XX;6372403;13352283;2,095329344;14625616;48529997;0,301372695;4068882;0,638516114;16168310;2,537239092
FRA;2009;DTS;VL0010;704024,35;1325708;1,883042824;3983485;8941631;0,445498702;706721;1,003830336;948960;1,347907924
FRA;2009;DTS;VL1012;2895831,93;4643677;1,603572691;12516736;31195284;0,401238085;2606838;0,900203487;3085429;1,065472401
FRA;2009;DTS;VL1218;8166999,47;12550224;1,5366995;26418054;68148235;0,387655733;5846061;0,715815034;6772145;0,829208453
FRA;2009;DTS;VL1824;17972359,84;32578782;1,812715875;46028610;140384287;0,327875797;11615387;0,6462917;16221722;0,902592767
FRA;2009;DTS;VL2440;9920079,67;21440038;2,161276795;28529294;83569346;0,341384675;5695166;0,574104865;10366237;1,044975176
FRA;2009;DTS;VL40XX;6098441;7000896;1,147981263;12986376;42557295;0,30515041;3457243;0,566906034;14442609;2,368246081
FRA;2012;DTS;VL0010;1005386,07;1655048,89;1,646182436;4050355,46;10287133,14;0,393730246;531064,08;0,528219055;1024323,6;1,018836078
FRA;2012;DTS;VL1012;3751852,9;7990982,05;2,129876161;12512234,66;36071140,97;0,346876598;3015671,13;0,803781814;4252127,96;1,133340798
FRA;2012;DTS;VL1218;8110766,02;20204959,88;2,491128437;28478067,38;78777901,46;0,361498172;6580331,59;0,811308275;9018892,21;1,111965527
FRA;2012;DTS;VL1824;13707897,9;47243147,28;3,446418089;38418994,89;132974208,7;0,288920651;10865019,27;0,792610169;21790741,62;1,589648667
FRA;2012;DTS;VL2440;10031379,88;35144355,99;3,503441841;26599660,81;95873749,09;0,277444671;7434721,95;0,741146486;12765125,66;1,272519415
FRA;2012;DTS;VL40XX;3169933,47;10341309;3,262311054;11539458;39606071;0,291355787;2716171;0,856854261;5004404;1,578709474
FRA;2013;DTS;VL0010;964914,91;1521784,18;1,577117489;3763858,09;9585265,4;0,392671244;735986,93;0,762748013;1177722,92;1,220545882
FRA;2013;DTS;VL1012;3473574,09;7410695,98;2,133449809;13038105,16;37251551,88;0,350001664;2507327,41;0,721829259;4467296,07;1,286080548
FRA;2013;DTS;VL1218;8452009,17;19871729,57;2,351124942;27595647,95;77739240,18;0,354977073;6921198,44;0,818882032;9392643,09;1,111291162
FRA;2013;DTS;VL1824;13653616,47;45331828,76;3,32013345;40230018,87;138681270,2;0,290089778;11139067,68;0,815832765;21653076,75;1,58588582
FRA;2013;DTS;VL2440;10447889,83;36030509,5;3,448592021;30563909,57;107965409,9;0,28308983;9277527,14;0,88798095;14629138,37;1,40020029
FRA;2013;DTS;VL40XX;3832811,43;10488183,16;2,736420341;13137825,76;44531204,92;0,295025158;2836728,51;0,740116899;5962905,08;1,555752269
FRA;2014;DTS;VL0010;941940,41;1451571,91;1,541044311;3181732,89;8764893,21;0,363008746;733022,42;0,778204664;979356,4;1,039722247
FRA;2014;DTS;VL1012;3845601,03;8427088,76;2,191358046;14720674,36;40871085,25;0,360173317;3412317,41;0,887330065;4930755,36;1,282180684
FRA;2014;DTS;VL1218;7888161,84;19327685,12;2,450214069;30285113,83;81784880,42;0,370302111;6563056,25;0,832013387;9934135,5;1,259372678
FRA;2014;DTS;VL1824;12850374,93;37733456,68;2,936370097;39605012,35;130753711,8;0,302897805;12140437,9;0,944753594;22120089,27;1,721357501
FRA;2014;DTS;VL2440;10633441,63;32010915,39;3,010400255;30917738,75;105538690,6;0,292951699;9553861,65;0,898473136;16797443,61;1,579680803
FRA;2014;DTS;VL40XX;4006882,39;10005427;2,497060314;13524320;45258439;0,29882427;3563574;0,889363264;5818363;1,452092284
FRA;2015;DTS;VL0010;841042,09;1037485,66;1,233571628;3324506,58;8558459,7;0,388446835;401984,22;0,477959694;867410,34;1,031351879
FRA;2015;DTS;VL1012;3809281,32;5568966,55;1,461946777;17038893,09;43160114,77;0,394783313;3782909,4;0,99307693;5421213,72;1,423159191
FRA;2015;DTS;VL1218;7427664,04;13684754,27;1,842403506;32762116,46;81969492,29;0,399686707;8493938,21;1,143554442;9818368;1,321864848
FRA;2015;DTS;VL1824;13454011,96;33268198,73;2,47273444;53582258,87;158355933,9;0,338365968;16091666,67;1,196049678;23402160,11;1,739418709
FRA;2015;DTS;VL2440;10653262,58;26810977,43;2,516691692;35104136,25;117703148,9;0,298242966;10569604,6;0,992147196;15545468,25;1,459221354
FRA;2015;DTS;VL40XX;3682947,18;7360468;1,998526626;15946801;52685637;0,302678337;6288739;1,707528969;5052970;1,371990896
FRA;2016;DTS;VL0010;877338,59;798786,41;0,910465377;3580000,85;8837859,86;0,405075539;637258,78;0,72635444;918093,8;1,046453229
FRA;2016;DTS;VL1012;4132635,92;5510894,51;1,333505931;19927238,81;51608094,86;0,386126224;4796532,31;1,1606472;5869437,14;1,420264754
FRA;2016;DTS;VL1218;7760098,89;11218939,33;1,445721181;37591360,28;89844098,75;0,41840656;9143215,66;1,178234426;12069277,75;1,555299478
FRA;2016;DTS;VL1824;13894270,17;26499958,97;1,907258074;58608935,5;165721788,3;0,353658599;16274237,12;1,171291253;26103965,22;1,878757567
FRA;2016;DTS;VL2440;10415566,73;24055898,64;2,30961015;38673127,87;125238781,7;0,308795146;10488769,54;1,007028212;16652729,71;1,598830879
FRA;2016;DTS;VL40XX;4427914,21;6198567;1,399884168;16223244;54827794;0,295894524;6260343;1,413835658;7100480;1,60357217
GBR;2008;DTS;VL0010;2708938,41;2958897,58;1,092272002;4903880,58;17338901,86;0,282825327;2775784,42;1,024676091;3424687,28;1,264217476
GBR;2008;DTS;VL1012;1858747,67;2595567,46;1,396406571;2919282,33;10748772,11;0,271592169;1532877,15;0,824682755;1907450,55;1,026201986
GBR;2008;DTS;VL1218;8497001,98;14579437,39;1,715833117;17150508,15;63085200,07;0,271862626;7627402,64;0,897658098;11241114,25;1,322950645
GBR;2008;DTS;VL1824;13228490,4;29235507,14;2,210041075;29647030,74;114492953,3;0,258941969;12148692,38;0,9183733;22064298,9;1,667937779
GBR;2008;DTS;VL2440;12513294,84;34101405,78;2,72521396;26474289,79;116290337,2;0,227656832;12424359,07;0,992892698;26544576,77;2,121309943
GBR;2008;DTS;VL40XX;4405508,3;10938964,48;2,483019832;9818792,4;37901348,75;0,25906182;3991321,08;0,905984238;9549455,81;2,167617255
GBR;2009;DTS;VL0010;2480812,9;1645720,74;0,663379629;3874847,75;14044858,75;0,275890831;1449235,11;0,584177513;2466019,04;0,994036689
GBR;2009;DTS;VL1012;1832335,64;1617506,38;0,8827566;2321894,01;9047922,27;0,25662179;1099281,52;0,599934584;1804719,9;0,984928667
GBR;2009;DTS;VL1218;8024397,01;8632087,74;1,075730392;12095379,13;47003208,21;0,257330927;5882059;0,733021932;9641660,37;1,201543288
GBR;2009;DTS;VL1824;13093348,5;17897202,99;1,366892739;23986753,56;94777866,95;0,253083914;10585570,26;0,808469297;20654563,2;1,577485179
GBR;2009;DTS;VL2440;12847454,67;21606742,55;1,681791694;26222499,25;107716554,3;0,243439826;10733838,89;0,835483694;25576176,04;1,990758224
GBR;2009;DTS;VL40XX;4354099,49;6694288,34;1,537467932;5970664,1;32426506,38;0,18412912;2947691,04;0,676992119;10122758,22;2,324879862
GBR;2010;DTS;VL0010;2292788,6;2060510,77;0,898691999;3174925,91;14412974,41;0,220282491;2136347,63;0,931768254;2590664,17;1,129918463
GBR;2010;DTS;VL1012;1765339,38;1992421,25;1,128633549;2615372,5;10619316,92;0,246284438;1080312,42;0,611957356;2246608,58;1,272621347
GBR;2010;DTS;VL1218;7444567,5;10505310,85;1,411137833;11962382,33;49299635,61;0,242646465;5341451,32;0,717496526;10174415,57;1,366689948
GBR;2010;DTS;VL1824;12410482,48;22667734,37;1,826499043;23407705,46;102436700,2;0,228508976;10222301,53;0,823682846;21450166,64;1,728391034
GBR;2010;DTS;VL2440;12115683,85;27945687,31;2,30657119;26649648,98;124469606,8;0,214105673;11577731,46;0,955598677;24459220,57;2,018806439
GBR;2010;DTS;VL40XX;4165511,4;8997595,47;2,160021809;6504075;46636198,08;0,139464092;3151845,61;0,756652739;8556924,07;2,054231341
GBR;2011;DTS;VL0010;2326776,48;2804674,57;1,205390631;4709499,72;16327668,69;0,288436752;2108438,23;0,906162774;2412700,05;1,036928158
GBR;2011;DTS;VL1012;1568183,32;2427418,03;1,547917261;3145710,02;10970574,57;0,286740681;870143,04;0,554873291;2281914,93;1,455132765
GBR;2011;DTS;VL1218;6808714,26;12816425,07;1,882356137;15355136,48;57400867,58;0,267507045;5713674,76;0,839170883;10959816,52;1,609674911
GBR;2011;DTS;VL1824;10460234,25;24923268,09;2,382668255;26605937,2;107826314,5;0,24674809;11101981,62;1,061351147;21064117,15;2,013732833
GBR;2011;DTS;VL2440;10880765,29;33543635,66;3,082837904;25618390,22;128686076,5;0,199076628;11415218,71;1,049119102;24742975,52;2,274010592
GBR;2011;DTS;VL40XX;4172555,2;12406046,23;2,973249157;5900426,18;49006298,16;0,120401385;5150085,28;1,234276129;22778426,58;5,459107307
GBR;2012;DTS;VL0010;2255538;3010460,3;1,334697221;5257173,41;17812793,82;0,295134692;2186612,11;0,969441486;3003239,54;1,331495874
GBR;2012;DTS;VL1012;1599305,76;2696678,09;1,686155429;3310297,48;12928216,46;0,256052139;1489676,57;0,931452013;2420252,32;1,513314327
GBR;2012;DTS;VL1218;6567095,59;13835328,43;2,106765196;15899895,47;62022350,58;0,256357512;6848538,12;1,042856469;11355720,22;1,729184548
GBR;2012;DTS;VL1824;9619488,48;25329574,14;2,633151876;25755577,66;103812245,2;0,248097684;10243495,08;1,064869;21331550,66;2,217534821
GBR;2012;DTS;VL2440;9571388,91;33739013,92;3,52498621;27757657,06;130982774,9;0,211918377;12211814,37;1,27586649;30324701,12;3,168265484
GBR;2012;DTS;VL40XX;3413982,2;12135850,98;3,554749342;11904154,87;47277417,44;0,251793679;3364025,38;0,985366995;14318366,85;4,194036762
GBR;2013;DTS;VL0010;2104472,26;2514761,3;1,194960536;3828358,32;14615412,77;0,261939802;1154066,34;0,548387528;3102182,14;1,474090298
GBR;2013;DTS;VL1012;1493046,76;2350132,87;1,574051753;2746954,9;10708217,62;0,256527743;983917,06;0,658999494;2001197,45;1,340344793
GBR;2013;DTS;VL1218;6022404,98;11922231,05;1,979646186;12546659,67;49907476,54;0,251398398;5195218,8;0,862648529;9251948,23;1,536254746
GBR;2013;DTS;VL1824;9278723,29;22967863,21;2,475325806;21707934,85;93444057,23;0,232309421;9241184,37;0,995954301;17814072,84;1,919884049
GBR;2013;DTS;VL2440;8873809,92;29223866,07;3,293271586;28461564,67;128115997,7;0,22215465;11903660,67;1,341437418;26206954,85;2,953292338
GBR;2013;DTS;VL40XX;3225217,2;10741634,83;3,330515176;6606234,42;36811203,8;0,179462602;4636705,02;1,437641167;15935764,18;4,940989456
GBR;2014;DTS;VL0010;2014490,25;2647047,26;1,31400351;4224276,49;16054480,3;0,263121348;1648278,82;0,818211366;3494068,21;1,73446767
GBR;2014;DTS;VL1012;1470199,57;2256989,53;1,535158611;2716333,55;12003528,86;0,226294582;1009702,04;0,686778898;2547438,94;1,732716423
GBR;2014;DTS;VL1218;5780377,1;11486247,58;1,987110422;13118203,86;53906831,87;0,243349561;5373907,06;0,929681051;10970165,74;1,897828732
GBR;2014;DTS;VL1824;9787844,69;23737859,33;2,425238659;25375511,87;113268515,8;0,224029702;13514718,43;1,380765517;22077698,57;2,25562412
GBR;2014;DTS;VL2440;8583288,46;26110871,01;3,042059128;33294031,72;145304216,7;0,22913328;13530398,03;1,576365293;33005708,03;3,845345311
GBR;2014;DTS;VL40XX;3620390,09;10536239,58;2,910249812;5677625,12;45690939,5;0,12426151;2686008,21;0,74191127;8389727,87;2,317354667
GBR;2015;DTS;VL0010;1748777,34;2000769,14;1,144095989;3899840,48;15184094,97;0,256837203;1327609,93;0,759164646;3063006,05;1,751512888
GBR;2015;DTS;VL1012;1353833,94;1605320,65;1,185758905;2598706,45;10774634,13;0,241187443;1439954,37;1,063612255;1937965,78;1,431464911
GBR;2015;DTS;VL1218;5441365,31;8322839,69;1,529549886;13998939,69;54319125,27;0,257716589;6896420,88;1,267406338;10130224,19;1,861706321
GBR;2015;DTS;VL1824;9301654,33;17774994,71;1,910949825;26783783,46;107980627;0,248042489;12025026,89;1,292783677;22005487,47;2,365760615
GBR;2015;DTS;VL2440;9424537,86;22270417,56;2,363024892;39913068,67;165138942,1;0,241693862;17983255,04;1,908131232;36558464,99;3,879072431
GBR;2015;DTS;VL40XX;3524389,3;7558591,24;2,14465276;11537142,74;44746716,3;0,257832165;5781172,03;1,640332988;18935596,37;5,372731205
GBR;2016;DTS;VL0010;1954182,76;1681999,27;0,860717485;3403472,33;15970820,98;0,213105659;1009160,85;0,516410681;3510757,69;1,796534982
GBR;2016;DTS;VL1012;1411909,51;1460520,94;1,034429565;2658396,79;11039179,09;0,240814717;843745,36;0,597591669;2368489,15;1,677507753
GBR;2016;DTS;VL1218;5859538,89;7827304,99;1,335822688;16112189,42;58571465,58;0,275085987;5582699,05;0,952753989;11726951,5;2,001343744
GBR;2016;DTS;VL1824;9609984,35;15188400,43;1,580481287;30137395,49;114026065,3;0,264302687;12099577,23;1,259063157;21870881,24;2,275849829
GBR;2016;DTS;VL2440;9644892,41;19338246,45;2,00502459;44489956,84;177725098,7;0,250330185;15980233,32;1,656859677;34324739,92;3,55885151
GBR;2016;DTS;VL40XX;3722282,2;6261218,14;1,682091202;13045068,81;46626368,4;0,279778787;5653024,9;1,518698636;19044685,78;5,116400304
GRC;2015;DTS;VL1824;4235978;6163246,23;1,454975977;4932638,01;10742970,5;0,459150289;2225659,09;0,525418;5367773,86;1,267186435
GRC;2015;DTS;VL2440;9097082;17118964,93;1,881808357;9826163,95;27109492,79;0,36246211;4273500;0,469766019;12430455,27;1,366422252
GRC;2016;DTS;VL1824;4200236;8750500;2,083335317;6437571,43;25537704;0,252081057;3271428,57;0,778867799;5486571,43;1,306253132
GRC;2016;DTS;VL2440;9285645;11072160;1,192395359;11261625;71438081;0,157641763;4629000;0,498511412;11703225;1,260356712
HRV;2012;DTS;VL0612;1293192,63;1589356,14;1,22901732;960439,4;2511786,74;0,382372988;269171,36;0,20814483;300194,33;0,232134272
HRV;2012;DTS;VL1218;2633661,66;4128284,17;1,567507411;1431289,55;6021267,83;0,237705678;640099,02;0,243045274;685592,45;0,260319106
HRV;2012;DTS;VL1824;1156717;2220515,29;1,919670317;592141,03;2823244,13;0,209737806;337520,5;0,291791769;209929,34;0,181487209
HRV;2012;DTS;VL2440;1366811;2138642,18;1,564694885;544916,07;2916544,21;0,186836211;304509,85;0,222788557;265961,74;0,194585601
HRV;2013;DTS;VL0612;1354054,77;1414814,25;1,044872247;888057,2;2854566,62;0,311100534;409681,47;0,302559009;450529,95;0,332726534
HRV;2013;DTS;VL1218;2581591,74;3931267,68;1,522807661;1475967,09;6634129,06;0,222480913;689599,53;0,267121838;864314,52;0,334799072
HRV;2013;DTS;VL1824;1355170,7;2591841,82;1,912557451;662883,8;3855325,16;0,17193979;333080,32;0,245784771;280975,83;0,207336116
HRV;2013;DTS;VL2440;1400894;2299212,99;1,641246939;911257,25;3659212,1;0,249031;225770,15;0,16116148;379754,79;0,271080317
HRV;2014;DTS;VL0612;1379951,36;1499637,48;1,086732129;702921,29;3177240,59;0,221236406;396448,83;0,287291887;261169,71;0,189260084
HRV;2014;DTS;VL1218;2564946,88;3696525,8;1,441170509;1702152,08;6818895,77;0,249622833;638812,75;0,249054963;539310,69;0,210261933
HRV;2014;DTS;VL1824;1373281,1;2337146,18;1,7018702;803248,49;3684068,41;0,218033001;308168,92;0,22440338;379403,12;0,276274916
HRV;2014;DTS;VL2440;1361040,6;2287262,65;1,680524923;857084,5;3687891,81;0,232405001;191224,2;0,140498527;245471,43;0,1803557
HRV;2015;DTS;VL0612;1307615,42;1065758,39;0,815039631;601013,84;2717564,57;0,221158992;290672,47;0,222292018;246437,98;0,188463654
HRV;2015;DTS;VL1218;2516534,22;2978681,36;1,18364429;1736702,4;6235188,79;0,278532448;897727,09;0,356731525;693469,91;0,27556546
HRV;2015;DTS;VL1824;1157176,5;1717685,25;1,484376195;769602,28;2917275,59;0,263808563;477378,32;0,412537171;165815,77;0,143293413
HRV;2015;DTS;VL2440;1407601,4;1995265,49;1,417493255;966188,39;3514730,84;0,274896837;335907,42;0,238638168;202736,76;0,144029951
HRV;2016;DTS;VL0612;1262896,72;948858,97;0,751335367;870623,35;2729303,77;0,318991004;207921,56;0,16463861;375185,06;0,297082932
HRV;2016;DTS;VL1218;2487753,14;2364477,18;0,950446868;1570375,88;5671520,13;0,276888003;588694,23;0,236636916;658344,02;0,264633982
HRV;2016;DTS;VL1824;1457941;1690995,64;1,159851901;823883,41;3393846,57;0,242758001;274472,71;0,188260506;384555,56;0,263766202
HRV;2016;DTS;VL2440;1099239,8;1214117,75;1,104506724;730954,79;2551459,2;0,286485;222768,55;0,202656918;283186,24;0,257620075
IRL;2008;DTS;VL1012;105801;168232,61;1,590085254;467320,96;1640687,1;0,28483247;133292,23;1,259839037;188029;1,777194923
IRL;2008;DTS;VL1218;867222;1248438,39;1,439583394;1380424,44;10766167,65;0,128218739;1352845,74;1,559976269;837849,22;0,966130034
IRL;2008;DTS;VL1824;4419857;12183088,07;2,756443946;10983104,83;45619129,76;0,240756562;4621548,82;1,04563311;5153076,95;1,165892234
IRL;2008;DTS;VL2440;3532819;8103558,66;2,293793897;5893136,64;27540458,74;0,213981063;3333780,09;0,943660032;1750571,63;0,495516931
IRL;2009;DTS;VL1218;987246;1865696,14;1,889798632;1725951,14;7276563,3;0,237193173;1366379,74;1,38403168;1415786,94;1,43407716
IRL;2009;DTS;VL1824;4026642;7893536,43;1,960327347;7233069,48;27909679,84;0,259159887;5248980,02;1,303562626;3360148,98;0,834479196
IRL;2009;DTS;VL2440;2867355;6391325,63;2,228996978;5170748,82;21579459,51;0,23961438;3615443,28;1,260898382;2442773,05;0,851925573
IRL;2010;DTS;VL1012;177732;586227;3,298376207;455954,33;891403,21;0,511501782;227977,17;1,282701877;254031,7;1,429296356
IRL;2010;DTS;VL1218;998853;1536362,01;1,538126241;988253,77;7867659,98;0,125609619;706413,65;0,707224837;593250,3;0,593931539
IRL;2010;DTS;VL1824;4409182;9668631,65;2,192840225;10599362,43;35655702,07;0,297269772;4505697,94;1,021889761;5440980,06;1,23401122
IRL;2010;DTS;VL2440;3528369;8501544,66;2,409482869;6659241,2;28836350,82;0,230932175;3502044,76;0,992539261;2117708,92;0,600194855
IRL;2011;DTS;VL1012;161394;291019,05;1,803159039;160272,81;1202964,38;0,133231551;106255,68;0,658362021;117656,63;0,729002503
IRL;2011;DTS;VL1218;785289;1238726,92;1,577415346;1198891,65;8381069,73;0,143047569;686947,16;0,874769875;525945,68;0,669747927
IRL;2011;DTS;VL1824;4134162;16130425,1;3,901739966;13651341,82;40963042,26;0,33325996;6752252,05;1,63328192;3804410,54;0,920237412
IRL;2011;DTS;VL2440;3605119;10750725,37;2,982072262;8434054,95;34465608,77;0,244709299;5927887,93;1,644297437;4387895,43;1,217129152
IRL;2012;DTS;VL1012;177091;269640,13;1,522607755;183949,86;2137009,75;0,086078157;153007,93;0,864007375;165215,92;0,932943628
IRL;2012;DTS;VL1218;944533;2046491,49;2,166670185;4192207,52;11634233,74;0,360333789;1258005,53;1,331880972;1112189,83;1,177502353
IRL;2012;DTS;VL1824;4177078;13600669,04;3,256024676;10832501,4;48657194,27;0,222628977;4053307,74;0,970369177;5282342,61;1,264602339
IRL;2012;DTS;VL2440;3138660;12251178,52;3,903314956;10865998,62;40802144,73;0,266309497;5628226,08;1,793193936;4078437,4;1,299419944
IRL;2013;DTS;VL1012;159207;232044,08;1,457499231;293273,98;1673964,1;0,175197294;109641,98;0,688675624;197599,76;1,241149949
IRL;2013;DTS;VL1218;943019;2232887,27;2,367807298;3135846,18;10339839,16;0,303278042;1536452,35;1,629290979;1153801,4;1,22351872
IRL;2013;DTS;VL1824;4022491;10869734,41;2,702239585;12302777,89;47523975,71;0,258875183;5291658,14;1,315517708;6931009,87;1,723064109
IRL;2013;DTS;VL2440;3810808;9997492,26;2,623457351;6438885,71;41405007,43;0,155509831;3669740,53;0,962982268;5874511,13;1,541539519
IRL;2014;DTS;VL1012;131279;192814,21;1,468736127;557609,86;1415280;0,393992609;197770,95;1,506493422;307081,87;2,339154549
IRL;2014;DTS;VL1218;879423;2540743,65;2,889103026;2994056,94;9366214;0,319665656;1470982,84;1,672668147;1216667,93;1,383484319
IRL;2014;DTS;VL1824;4644182;11206920,68;2,41310971;12845693,69;51894598;0,247534313;7326040;1,577466172;3366181,28;0,724816831
IRL;2014;DTS;VL2440;3681296;10656083,71;2,894655499;9065974,54;44906888,75;0,201883827;4012562,83;1,089986469;8941236,74;2,428828527
IRL;2015;DTS;VL1012;91778;126712,41;1,38064035;344591,72;1063243,77;0,324094746;93339,6;1,017014971;81978,3;0,893223866
