country_code;year;fishing_tech;vessel_length;totkwfishdays;totenercost;enerbykwfishdy;totcrewwage;totlandginc;wagebyinc;totrepcost;repbykwfishday;totvarcost;varbykwfishday
FRA;2013;DFN;VL0006;88809,59;137461,48;1,547822482;1199799,46;2316330,21;0,517974274;49640,32;0,558952248;101505,94;1,142961475
FRA;2013;DFN;VL0010;3189984,91;1723949,98;0,540425748;11118013,28;24852764,4;0,447355196;1216764,93;0,381432817;2592146,33;0,8125889
FRA;2013;DFN;VL0612;1913366,54;1545106,21;0,807532785;9768048,01;18853400,93;0,518105356;591980,92;0,309392324;820668,4;0,428913323
FRA;2013;DFN;VL1012;4650949,11;4321936,16;0,929258966;23016468;53215796,63;0,432511951;3362480,56;0,722966534;5810275,32;1,249266587
FRA;2013;DFN;VL1218;3166042,32;3471130,29;1,096362569;16985484,24;38766133,52;0,438152653;2756094,64;0,870517309;5135965,62;1,622203717
FRA;2013;DFN;VL1824;2227224,51;2924394,74;1,313021982;12865755,74;29421577,26;0,437289804;2459735,75;1,104395062;4173319,2;1,873775716
FRA;2013;DFN;VL2440;1645597,61;3743510,13;2,274863616;13769180,83;37747590,25;0,364769797;1211186,37;0,736016121;2585299,67;1,57104
FRA;2014;DFN;VL0006;134279,24;130262,36;0,970085622;1034958,83;2012073,71;0,514374212;66195,53;0,492969204;62958,41;0,468861829
FRA;2014;DFN;VL0010;2863263,28;1604022,86;0,560207953;10163966,65;23150911,35;0,439030952;1283851,49;0,448387509;2313264,91;0,807912051
FRA;2014;DFN;VL0612;2100973,58;1432504,53;0,681828912;7587985,4;15342442,88;0,494574786;550722,18;0,262127133;415399,05;0,197717408
FRA;2014;DFN;VL1012;4776915,22;4600755,27;0,963122655;25649323,53;54334161,46;0,472066244;2866682,29;0,600111611;6141054,38;1,285569054
FRA;2014;DFN;VL1218;3042392,86;2672446,7;0,878402896;15849271,8;36257302,58;0,43713323;2736657,74;0,899508336;4967702,1;1,632827294
FRA;2014;DFN;VL1824;2125031,44;4633753,15;2,180557456;19230057,78;42876854,95;0,448495063;5990801,53;2,81915901;6136318,09;2,887636378
FRA;2014;DFN;VL2440;1698993,09;3051938,61;1,796321967;21288116,7;40453729,74;0,52623372;1399214,61;0,823555209;5093099,55;2,997716459
FRA;2015;DFN;VL0006;135898,96;152292,66;1,120631534;1147927,24;2210627,9;0,519276555;71420,22;0,525539121;104459,1;0,768652681
FRA;2015;DFN;VL0010;2609759,83;1488346,13;0,570300038;12247593,32;26764265,11;0,457609924;1444387,26;0,553456009;2870676,76;1,099977372
FRA;2015;DFN;VL0612;2136640,27;1316169,17;0,615999421;7970327,49;16043456,34;0,496796159;785793,09;0,36777042;794042,5;0,371631346
FRA;2015;DFN;VL1012;4258201,27;3154602,24;0,740829764;24564335,44;53189795,53;0,461824213;2835819,32;0,665966482;7058169,2;1,657547108
FRA;2015;DFN;VL1218;2937703,26;2352760,85;0,800884447;19311173,93;43641998,66;0,442490594;2826754,39;0,962232785;5543970,87;1,887178649
FRA;2015;DFN;VL1824;1998749,83;1695917,15;0,848488953;18013175,7;36340328,53;0,495680046;1762284,14;0,881693203;4357579,07;2,180152316
FRA;2015;DFN;VL2440;1655803,08;2776735,96;1,676972337;19975863,13;41797674,7;0,477918049;1292569,84;0,78063017;4362613,28;2,634741614
FRA;2016;DFN;VL0006;164709,52;186507,1;1,132339527;1553173,9;3100389,38;0,500960915;153691,04;0,933103563;77189,5;0,468640185
FRA;2016;DFN;VL0010;2784921,42;1665143,36;0,597913948;13660768,48;29722932,64;0,459603655;1812776,44;0,650925526;2568937,19;0,922445126
FRA;2016;DFN;VL0612;2294026,9;1218849,31;0,531314306;10855716,53;21976340,72;0,49397289;1206408,04;0,525890974;760193,5;0,331379506
FRA;2016;DFN;VL1012;4465187,49;2983822,16;0,668241181;28757474,1;59866525,13;0,480359834;3181789,84;0,712576985;7437204,5;1,665597361
FRA;2016;DFN;VL1218;2968889,71;2071913,34;0,697874809;19747962,5;43671412,28;0,452194272;3201485,2;1,078344268;5639106,89;1,899399251
FRA;2016;DFN;VL1824;1975413,9;1440821,24;0,729376887;12682415,13;31617397,92;0,401121407;2454939,07;1,242746682;4050273,72;2,050341814
FRA;2016;DFN;VL2440;1706147,1;2049808,5;1,201425422;15736590;41911281;0,375473849;1778701,5;1,04252529;2285640;1,339650022
GBR;2008;DFN;VL0010;2111999,83;1696308,17;0,803176282;4488968,01;12923713,43;0,347343512;1419269,89;0,672002843;1405783,9;0,66561743
GBR;2008;DFN;VL1012;167147,66;735059,55;4,397665812;2206877,12;5145583,01;0,428887672;955680,13;5,717580073;1611675,44;9,642225563
GBR;2008;DFN;VL2440;920246,6;921962,04;1,001864109;3877348,09;9299067,61;0,416960953;1647744,68;1,790546882;2948911,54;3,204479691
GBR;2009;DFN;VL0010;2109190,02;1012767,15;0,480168757;4293002,03;12279863,63;0,349596881;634025,2;0,300601271;1821999,38;0,863838423
GBR;2009;DFN;VL1012;162318,06;405616,8;2,498901231;1716195,63;4928568,47;0,348213815;814834,8;5,019988534;1707786,94;10,52123799
GBR;2009;DFN;VL2440;932687,6;550751,56;0,590499498;3592898,97;10307925,97;0,348556924;1708579,72;1,831888534;3579790,83;3,838145623
GBR;2010;DFN;VL0010;2117416;1360896,9;0,642715886;4226687,14;13229973,83;0,319478118;695600,88;0,328514038;1948343,16;0,920151335
GBR;2010;DFN;VL1012;184637,26;569426,43;3,084027731;1413355,43;5499557,8;0,256994377;470343,42;2,54739168;818507,32;4,433056036
GBR;2010;DFN;VL2440;1098350,1;877380,39;0,798816689;3188439,14;12407839,82;0,256969721;1061594,36;0,966535497;1844992,73;1,679785644
GBR;2011;DFN;VL0010;2198581,91;1869305,18;0,850232221;4046303,98;14758166,68;0,274173891;1270765,71;0,577993344;2596734,25;1,181095068
GBR;2011;DFN;VL1012;152394,04;715730,54;4,696578291;2395656,99;7173326,82;0,333967356;442455,25;2,903363216;2665992,56;17,49407365
GBR;2011;DFN;VL2440;1265639,61;1316790,16;1,040414783;4731404,57;14129317,3;0,334864344;868496,17;0,686211275;5269738,76;4,163696141
GBR;2012;DFN;VL0010;2080094,97;1869624,16;0,89881673;3233154,97;13990576,9;0,231095186;1004560,79;0,482939868;2872594,51;1,380991999
GBR;2012;DFN;VL1012;124810,5;756852,31;6,064011521;1931112,04;7337555,57;0,26318193;718054,54;5,753158108;1373321,68;11,00325437
GBR;2012;DFN;VL2440;1289868,34;1411101,28;1,093988616;4240850,02;16106026,07;0,26330828;1576597,61;1,22229344;3016121,79;2,33831756
GBR;2013;DFN;VL0010;1774783,67;1520244,89;0,856580391;2299901,57;12687024,53;0,181279824;978294,59;0,551219062;3347544,4;1,886170386
GBR;2013;DFN;VL1012;100399;597672,2;5,952969651;2080877,77;6353830,94;0,327499707;440860,89;4,391088457;1923275,13;19,15631759
GBR;2013;DFN;VL2440;1350755,92;1421334,14;1,052250906;4739398,44;14458307,98;0,327797585;1004040,67;0,743317616;4371383,14;3,236249477
GBR;2014;DFN;VL0010;2031739,44;1654120,32;0,814139986;3778141,3;15210115,3;0,248396625;1107080,04;0,544892725;3148551,94;1,549682936
GBR;2014;DFN;VL1012;148044,5;648984,96;4,383715437;2150564,43;7664353,23;0,280593074;779693,86;5,266618213;2023907,7;13,67094151
GBR;2014;DFN;VL2440;1082060,39;1306980,92;1,207863195;4439402,55;15834701,87;0,280359086;1608845,43;1,486835157;4180510,54;3,863472481
GBR;2015;DFN;VL0010;1775805,89;1115301;0,628053441;3824928,67;13008823,4;0,29402572;924541,4;0,520632016;3061585,86;1,724054345
GBR;2015;DFN;VL1012;88576;348601,35;3,935618565;1531929,67;5019271,66;0,305209555;345912,65;3,905263841;1043857,22;11,78487649
GBR;2015;DFN;VL2440;1050689,27;1056214,62;1,005258786;5520067,41;18091782,61;0,305114622;1243090,41;1,183118973;3751368,81;3,570388427
GBR;2016;DFN;VL0010;1726720,46;926005,99;0,536280198;3643978,45;12160941,16;0,299646088;679776,31;0,393680579;2422201,38;1,402775629
GBR;2016;DFN;VL1012;95931,5;287742,59;2,999458885;1539007,99;4797820,67;0,320772304;306938,07;3,199554578;1131279,72;11,79257825
GBR;2016;DFN;VL2440;901970,36;816737,54;0,905503746;5465453,2;17035733,42;0,320822888;1089795,9;1,208239149;4016533,32;4,453065753
GRC;2015;DFN;VL0006;1622358,41;7114745,81;4,385434048;6561829,37;11730496,43;0,55938207;3384786,09;2,086336822;2683414,34;1,654020667
GRC;2015;DFN;VL0612;8271882,82;24603198,78;2,974316648;18079459,02;23411588,02;0,772244027;13144823,41;1,589096908;14210695,18;1,717951703
GRC;2015;DFN;VL1218;813282,87;1304349,79;1,603808267;1787792,54;3267133,78;0,547205184;536652,63;0,659859748;1220632,89;1,500871265
GRC;2016;DFN;VL0006;6507079;6988780,57;1,074027312;4643606,91;21240892;0,21861638;2693760,87;0,4139739;2246742,17;0,345276609
GRC;2016;DFN;VL0612;30766601;24732637,45;0,803879423;21757253,43;117652105;0,184928722;10761532,5;0,349779701;11436401,1;0,371714805
GRC;2016;DFN;VL1218;37693406;1504761,14;0,039921071;2037464,29;5837461;0,349032617;582314,29;0,015448704;1344866,29;0,035679086
HRV;2012;DFN;VL0006;226272,36;47165,3;0,208444814;341532;602847,68;0,566531168;70400,24;0,311130533;99955,49;0,441748564
HRV;2012;DFN;VL0612;3276408,13;1154632,17;0,352407919;1705175,88;3158116,09;0,539934515;503763,55;0,153754822;825861,86;0,252063182
HRV;2012;DFN;VL1218;239228,99;189404,11;0,791727248;259946,54;342072,73;0,759915998;97547,39;0,407757396;7505,64;0,031374291
HRV;2013;DFN;VL0006;249076,72;40387,47;0,162148715;234251,46;679267,92;0,344858712;90480,75;0,36326458;68360,15;0,274454192
HRV;2013;DFN;VL0612;3198442,66;1027664,58;0,321301549;1324220,32;3620549,18;0,365751231;526589;0,164639187;823109,43;0,25734694
HRV;2013;DFN;VL1218;188642,5;86921,44;0,460773368;124338,51;256604,56;0,484553002;30791,97;0,16322923;41790,36;0,221532051
HRV;2014;DFN;VL0006;253223,92;37745,39;0,149059338;335791,75;628865,28;0,533964524;100018,89;0,394981999;50088,25;0,197802206
HRV;2014;DFN;VL0612;3330346,77;954987,52;0,286753178;1592169,79;3402502,88;0,467940762;677172,35;0,203333886;603199,75;0,181122205
HRV;2014;DFN;VL1218;137231,79;78810,29;0,574285958;131275,91;245614,71;0,534479022;83089,94;0,605471516;20693,08;0,15078926
HRV;2015;DFN;VL0006;255115,49;25115,25;0,09844659;798338,45;768198,82;1,039234153;126656,48;0,496467227;128270,42;0,502793539
HRV;2015;DFN;VL0612;3442609,94;772194,78;0,224305046;1422457,99;4209966,44;0,337878701;880108,4;0,255651501;576470,26;0,167451518
HRV;2015;DFN;VL1218;191414,85;63976,43;0,334229189;242214,54;333554,41;0,726162008;53030,94;0,277047157;100064,86;0,522764352
HRV;2016;DFN;VL0006;241394,92;23672,66;0,098066107;395797,49;683360,26;0,579193016;108996,01;0,451525699;100712,74;0,417211514
HRV;2016;DFN;VL0612;3027430,88;665332,09;0,219767888;1535688,53;3485835,93;0,440551007;858314,79;0,283512597;1011288,05;0,334041664
HRV;2016;DFN;VL1218;104912,37;48506,33;0,462350912;160392,48;191679,34;0,836775001;59452,71;0,566689228;83503,39;0,795934645
LTU;2008;DFN;VL1012;29702;131040;4,41182412;89796;479472;0,187281009;51069;1,719379166;65027;2,189313851
LTU;2009;DFN;VL1012;16828;38175,4;2,268564298;56265,07;543770,57;0,103472076;20910,28;1,242588543;127134,5;7,554938198
LTU;2010;DFN;VL1012;21917;82561,4;3,767002783;93914,22;580765,76;0,16170757;48315;2,204453164;144830,29;6,608125656
LTU;2011;DFN;VL1012;29904;94477,47;3,159358949;128152,4;354756,61;0,361240344;65356,76;2,185552434;42029,89;1,405493914
LTU;2012;DFN;VL1012;45814;104645,51;2,284138255;93295,59;302706,34;0,308204942;26067,89;0,568993976;10926,79;0,238503296
LTU;2013;DFN;VL1012;51611;46619,62;0,903288446;67866,69;258764,86;0,262271662;16027,35;0,310541357;20847,9;0,403942958
LTU;2014;DFN;VL1012;82082;49260,64;0,600139373;50344,2;279494,61;0,180125835;53041,72;0,64620404;22922,61;0,27926476
LTU;2015;DFN;VL1012;40519,09;60981,04;1,5049953;165427,08;251400,96;0,658020876;40400,79;0,997080389;62884,46;1,551971182
LTU;2016;DFN;VL1012;37033,72;49402,05;1,333974821;183148,02;239557,08;0,764527686;24817,73;0,670138728;40918,71;1,104904125
MLT;2011;DFN;VL1218;1648,66;4080;2,474737059;3805;2590,93;1,468584639;1175;0,712700011;1330;0,806715757
MLT;2016;DFN;VL0006;1557,54;2635;1,691770356;802;4130,61;0,194160185;2303;1,478613711;1190;0,764025322
NLD;2008;DFN;VL1218;47595,88;73929,57;1,55327667;180586,73;939287,39;0,192259294;115038,37;2,41698168;77021,14;1,618231242
NLD;2008;DFN;VL1824;46994,36;58725,98;1,249638893;170737,77;791828,75;0,215624616;78650;1,673605088;56262,5;1,197218134
NLD;2009;DFN;VL1218;66001,72;51398,16;0,778739706;76877,79;635386,48;0,120993745;73854,56;1,118979324;53057,86;0,80388602
NLD;2009;DFN;VL1824;69445,82;96022,12;1,38269114;137111,02;1023928,19;0,133906871;175602,67;2,528628361;89435,6;1,28784713
NLD;2010;DFN;VL1218;70947,82;120950,37;1,704779231;184537,73;868498,35;0,21247908;134720,36;1,898865391;78717,94;1,109518798
NLD;2010;DFN;VL1824;97153,89;212044,4;2,182562119;423588,54;1475442,63;0,287092518;334334,36;3,441286396;83347,24;0,857888861
NLD;2011;DFN;VL1218;56775,21;182387,38;3,212447475;206929,51;1099067,34;0,188277372;159494,98;2,809236285;44799,29;0,789064276
NLD;2011;DFN;VL1824;119448,89;385526,05;3,227539829;474747,51;1954051,04;0,242955532;322891,59;2,703177819;72859,67;0,609965233
NLD;2012;DFN;VL1218;67100,55;83188,17;1,239753922;136283,04;632611,91;0,21542914;134590,75;2,005806957;25682,23;0,382742466
NLD;2012;DFN;VL1824;66444,26;371413,88;5,58985652;708067,71;2592823,04;0,273087557;760198,25;11,44114255;84575,75;1,272882714
NLD;2013;DFN;VL1218;60269,51;43636,3;0,724019492;38578,58;340577,22;0,113274106;73506,11;1,219623488;22754,33;0,377542973
NLD;2013;DFN;VL1824;108673,27;60708,78;0,558635808;166681,88;864965,63;0,192703472;174190;1,602878058;33628,57;0,309446564
NLD;2014;DFN;VL1218;55084,56;35427,22;0,64314247;32275,33;298951,19;0,107961872;46864,56;0,850774881;13697,47;0,248662602
NLD;2014;DFN;VL1824;37933,1;38496,24;1,01484561;34553,97;266655,56;0,129582785;56400;1,486828126;30209;0,796375725
NLD;2015;DFN;VL1218;20123,37;18640,93;0,926332418;15583,73;169662,69;0,091851249;19243;0,956251363;9062,56;0,450350016
NLD;2015;DFN;VL1824;32884,05;116839,88;3,553086679;120728,14;478547;0,252280633;53738,86;1,63419226;13275,71;0,403712742
NLD;2016;DFN;VL1218;14807,64;15144,88;1,02277473;7344,23;138080,33;0,053188097;16721,9;1,129275158;7352,76;0,49655178
NLD;2016;DFN;VL1824;31100,64;75012,5;2,411927857;354027,5;525913,33;0,673167003;131000;4,212131969;30255;0,972809563
POL;2008;DFN;VL1218;3852;716535;186,0163551;1394616;3649014;0,382189819;280714;72,8748702;744436;193,2596054
POL;2009;DFN;VL1218;242,8;151347;623,3401977;389376;1827254,06;0,21309352;103780;427,4299835;243732;1003,83855
POL;2012;DFN;VL1218;12430,8;685221;55,12284004;824216;2866442,44;0,2875397;208928;16,80728513;396353;31,884754
POL;2013;DFN;VL1218;17087;315597;18,47000644;642777;1572466;0,408770047;128349;7,511499971;256728;15,02475566
POL;2014;DFN;VL1218;16424;306263;18,64728446;538963;1229526;0,438350226;200179;12,18820019;195717;11,9165246
POL;2015;DFN;VL1218;4229;198414;46,91747458;443929;1162484;0,381879665;159571;37,73256089;208204;49,23244266
POL;2016;DFN;VL1218;19863;187800;9,454765141;488800;1460390;0,334705113;107000;5,386900267;253500;12,76242259
PRT;2008;DFN;VL0010;867506;783595;0,903273291;4255233;9565220;0,444865147;334795;0,385928166;316811;0,365197474
PRT;2008;DFN;VL1012;203906;208917;1,024575049;788707;1761257;0,44780915;64201;0,314855865;120287;0,58991398
PRT;2008;DFN;VL1218;1566079;1558322;0,995046865;5363578;11795839;0,454700848;478202;0,305349858;912563;0,582705598
PRT;2008;DFN;VL1824;1088410;1249032;1,147574903;2814489;6306864;0,446258077;412288;0,378798431;551254;0,50647642
PRT;2009;DFN;VL0010;874021;731080;0,836455875;3967940;8918300;0,444921117;405413;0,463848123;313862;0,359101212
PRT;2009;DFN;VL1012;268875;208534;0,77557973;800394;2192697;0,365027179;118728;0,441573222;147782;0,549630869
PRT;2009;DFN;VL1218;1734494;1627324;0,938212528;5185003;11302947;0,458730188;591248;0,340876359;802623;0,462741872
PRT;2009;DFN;VL1824;1106467;1000318;0,90406492;2458102;5292499;0,464450159;453218;0,40960824;463846;0,419213587
PRT;2010;DFN;VL0010;782812;722539;0,923004502;3052096;6828629;0,446955897;351243;0,448693939;276984;0,353832082
PRT;2010;DFN;VL1012;212129;195333;0,920821764;906305;2100669;0,431436366;107866;0,508492474;138964;0,655091949
PRT;2010;DFN;VL1218;1435757;1227129;0,854691288;5005204;11053560;0,452813754;511543;0,356288007;870922;0,606594291
PRT;2010;DFN;VL1824;1088074;961950;0,88408509;2413203;5443087;0,443351907;451459;0,414915713;598631;0,550174896
PRT;2011;DFN;VL0010;690941;731085;1,058100475;2677189;5975733;0,448010144;283536;0,4103621;253487;0,366872135
PRT;2011;DFN;VL1012;219300;210016;0,957665299;836922;2032756;0,411717884;83570;0,381076151;122953;0,560661195
PRT;2011;DFN;VL1218;1367543;1480910;1,082898307;4850652;10591041;0,457995772;481510;0,352098618;912002;0,666890913
PRT;2011;DFN;VL1824;1137658;1303545;1,145814471;2941421;6399478;0,45963452;438247;0,385218581;643514;0,565648024
PRT;2012;DFN;VL0010;591977;653898;1,104600348;2159863;4794539;0,450483978;214268;0,361953252;192486;0,325157903
PRT;2012;DFN;VL1012;316227;346342;1,095232222;1384389;3007753;0,4602735;118304;0,374111003;220198;0,696328903
PRT;2012;DFN;VL1218;1351984;1578904;1,167842223;4582812;9666605;0,474087024;488448;0,361282382;753165;0,557081297
PRT;2012;DFN;VL1824;1222950;1476434;1,207272579;2924865;6584206;0,444224406;479916;0,392424874;575015;0,470186843
PRT;2013;DFN;VL0010;558297;626203;1,121630602;2389891;5407325;0,441972879;224769;0,402597542;219341;0,392875118
PRT;2013;DFN;VL1012;261446;264699;1,01244234;1067199;2498921;0,427063921;104481;0,399627457;160432;0,613633408
PRT;2013;DFN;VL1218;1214779;1387078;1,141835675;4141927;9442908;0,438628334;502781;0,413886806;748272;0,61597377
PRT;2013;DFN;VL1824;1175449;1284156;1,092481256;2605720;6080122;0,428563769;455264;0,387310721;509155;0,433157883
PRT;2014;DFN;VL0010;512934;563225;1,098045752;2371602;5251604;0,451595741;241373;0,470573212;226360;0,441304339
PRT;2014;DFN;VL1012;222646;217144;0,975288126;869905;2302066;0,37788013;91566;0,411262722;140532;0,63119032
