c_square,EcoRegion,ICESRect,StatArea
1501:353:123:4,Baltic Sea,39G3,27.3.d.24
1501:353:124:1,Baltic Sea,39G3,27.3.d.24
1501:353:124:2,Baltic Sea,39G3,27.3.d.24
1501:353:124:3,Baltic Sea,39G3,27.3.d.24
1501:353:124:4,Baltic Sea,39G3,27.3.d.24
1501:353:130:1,Baltic Sea,39G3,27.3.d.24
1501:353:130:2,Baltic Sea,39G3,27.3.d.24
1501:353:131:1,Baltic Sea,39G3,27.3.d.24
1501:353:131:2,Baltic Sea,39G3,27.3.d.24
1501:353:131:3,NA,39G3,NA
1501:353:131:4,NA,39G3,NA
1501:353:132:1,Baltic Sea,39G3,27.3.d.24
1501:353:132:2,Baltic Sea,39G3,27.3.d.24
1501:353:133:1,Baltic Sea,39G3,27.3.d.24
1501:353:133:2,Baltic Sea,39G3,27.3.d.24
1501:353:134:1,Baltic Sea,39G3,27.3.d.24
1501:353:134:2,Baltic Sea,39G3,27.3.d.24
1501:353:134:4,Baltic Sea,39G3,27.3.d.24
1501:353:205:1,Baltic Sea,39G3,27.3.d.24
1501:353:205:2,Baltic Sea,39G3,27.3.d.24
1501:353:205:3,Baltic Sea,39G3,27.3.d.24
1501:353:205:4,Baltic Sea,39G3,27.3.d.24
1501:353:206:1,Baltic Sea,39G3,27.3.d.24
1501:353:206:2,Baltic Sea,39G3,27.3.d.24
1501:353:206:3,Baltic Sea,39G3,27.3.d.24
1501:353:206:4,Baltic Sea,39G3,27.3.d.24
1501:353:207:1,Baltic Sea,39G3,27.3.d.24
1501:353:207:2,Baltic Sea,39G3,27.3.d.24
1501:353:207:3,Baltic Sea,39G3,27.3.d.24
1501:353:207:4,Baltic Sea,39G3,27.3.d.24
1501:353:208:1,Baltic Sea,39G3,27.3.d.24
1501:353:208:2,Baltic Sea,39G3,27.3.d.24
1501:353:208:3,Baltic Sea,39G3,27.3.d.24
1501:353:208:4,Baltic Sea,39G3,27.3.d.24
1501:353:209:1,Baltic Sea,39G3,27.3.d.24
1501:353:209:2,Baltic Sea,39G3,27.3.d.24
1501:353:209:3,Baltic Sea,39G3,27.3.d.24
1501:353:209:4,Baltic Sea,39G3,27.3.d.24
1501:353:215:1,Baltic Sea,39G3,27.3.d.24
1501:353:215:2,Baltic Sea,39G3,27.3.d.24
1501:353:215:3,Baltic Sea,39G3,27.3.d.24
1501:353:215:4,Baltic Sea,39G3,27.3.d.24
1501:353:216:1,Baltic Sea,39G3,27.3.d.24
1501:353:216:2,Baltic Sea,39G3,27.3.d.24
1501:353:216:3,Baltic Sea,39G3,27.3.d.24
1501:353:216:4,Baltic Sea,39G3,27.3.d.24
1501:353:217:1,Baltic Sea,39G3,27.3.d.24
1501:353:217:2,Baltic Sea,39G3,27.3.d.24
1501:353:217:3,Baltic Sea,39G3,27.3.d.24
1501:353:217:4,Baltic Sea,39G3,27.3.d.24
1501:353:218:1,Baltic Sea,39G3,27.3.d.24
1501:353:218:2,Baltic Sea,39G3,27.3.d.24
1501:353:218:3,Baltic Sea,39G3,27.3.d.24
1501:353:218:4,Baltic Sea,39G3,27.3.d.24
1501:353:219:1,Baltic Sea,39G3,27.3.d.24
1501:353:219:2,Baltic Sea,39G3,27.3.d.24
1501:353:219:3,Baltic Sea,39G3,27.3.d.24
1501:353:219:4,Baltic Sea,39G3,27.3.d.24
1501:353:225:1,Baltic Sea,39G3,27.3.d.24
1501:353:225:2,Baltic Sea,39G3,27.3.d.24
1501:353:225:3,Baltic Sea,39G3,27.3.d.24
1501:353:225:4,Baltic Sea,39G3,27.3.d.24
1501:353:226:1,Baltic Sea,39G3,27.3.d.24
1501:353:226:2,Baltic Sea,39G3,27.3.d.24
1501:353:226:3,Baltic Sea,39G3,27.3.d.24
1501:353:226:4,Baltic Sea,39G3,27.3.d.24
1501:353:227:1,Baltic Sea,39G3,27.3.d.24
1501:353:227:2,Baltic Sea,39G3,27.3.d.24
1501:353:227:3,Baltic Sea,39G3,27.3.d.24
1501:353:227:4,Baltic Sea,39G3,27.3.d.24
1501:353:228:1,Baltic Sea,39G3,27.3.d.24
1501:353:228:2,Baltic Sea,39G3,27.3.d.24
1501:353:228:3,Baltic Sea,39G3,27.3.d.24
1501:353:228:4,Baltic Sea,39G3,27.3.d.24
1501:353:229:1,Baltic Sea,39G3,27.3.d.24
1501:353:229:2,Baltic Sea,39G3,27.3.d.24
1501:353:229:3,Baltic Sea,39G3,27.3.d.24
1501:353:229:4,Baltic Sea,39G3,27.3.d.24
1501:353:235:1,Baltic Sea,39G3,27.3.d.24
1501:353:235:2,Baltic Sea,39G3,27.3.d.24
1501:353:235:3,Baltic Sea,39G3,27.3.d.24
1501:353:235:4,Baltic Sea,39G3,27.3.d.24
1501:353:236:1,Baltic Sea,39G3,27.3.d.24
1501:353:236:2,Baltic Sea,39G3,27.3.d.24
1501:353:236:4,Baltic Sea,39G3,27.3.d.24
1501:353:237:1,Baltic Sea,39G3,27.3.d.24
1501:353:237:2,Baltic Sea,39G3,27.3.d.24
1501:353:237:3,Baltic Sea,39G3,27.3.d.24
1501:353:237:4,Baltic Sea,39G3,27.3.d.24
1501:353:238:1,Baltic Sea,39G3,27.3.d.24
1501:353:238:2,Baltic Sea,39G3,27.3.d.24
1501:353:238:3,Baltic Sea,39G3,27.3.d.24
1501:353:238:4,Baltic Sea,39G3,27.3.d.24
1501:353:239:1,Baltic Sea,39G3,27.3.d.24
1501:353:239:2,Baltic Sea,39G3,27.3.d.24
1501:353:239:3,Baltic Sea,39G3,27.3.d.24
1501:353:239:4,Baltic Sea,39G3,27.3.d.24
1501:353:249:1,Baltic Sea,39G3,27.3.d.24
1501:353:249:2,NA,39G3,NA
1501:354:100:1,Baltic Sea,39G4,27.3.d.24
1501:354:100:2,Baltic Sea,39G4,27.3.d.24
1501:354:100:3,Baltic Sea,39G4,27.3.d.24
1501:354:100:4,Baltic Sea,39G4,27.3.d.24
1501:354:101:1,Baltic Sea,39G4,27.3.d.24
1501:354:101:2,Baltic Sea,39G4,27.3.d.24
1501:354:101:3,Baltic Sea,39G4,27.3.d.24
1501:354:101:4,Baltic Sea,39G4,27.3.d.24
1501:354:102:1,Baltic Sea,39G4,27.3.d.24
1501:354:102:2,Baltic Sea,39G4,27.3.d.24
1501:354:102:3,Baltic Sea,39G4,27.3.d.24
1501:354:102:4,Baltic Sea,39G4,27.3.d.24
1501:354:103:1,Baltic Sea,39G4,27.3.d.24
1501:354:103:2,Baltic Sea,39G4,27.3.d.24
1501:354:103:3,Baltic Sea,39G4,27.3.d.24
1501:354:103:4,Baltic Sea,39G4,27.3.d.24
1501:354:104:1,Baltic Sea,39G4,27.3.d.24
1501:354:104:2,Baltic Sea,39G4,27.3.d.24
1501:354:104:3,Baltic Sea,39G4,27.3.d.24
1501:354:104:4,Baltic Sea,39G4,27.3.d.24
1501:354:110:1,Baltic Sea,39G4,27.3.d.24
1501:354:110:2,Baltic Sea,39G4,27.3.d.24
1501:354:110:3,Baltic Sea,39G4,27.3.d.24
1501:354:110:4,Baltic Sea,39G4,27.3.d.24
1501:354:111:1,Baltic Sea,39G4,27.3.d.24
1501:354:111:2,Baltic Sea,39G4,27.3.d.24
1501:354:111:3,Baltic Sea,39G4,27.3.d.24
1501:354:111:4,Baltic Sea,39G4,27.3.d.24
1501:354:112:1,Baltic Sea,39G4,27.3.d.24
1501:354:112:2,Baltic Sea,39G4,27.3.d.24
1501:354:112:3,Baltic Sea,39G4,27.3.d.24
1501:354:112:4,Baltic Sea,39G4,27.3.d.24
1501:354:113:1,Baltic Sea,39G4,27.3.d.24
1501:354:113:2,Baltic Sea,39G4,27.3.d.24
1501:354:113:3,Baltic Sea,39G4,27.3.d.24
1501:354:113:4,Baltic Sea,39G4,27.3.d.24
1501:354:114:1,Baltic Sea,39G4,27.3.d.24
1501:354:114:2,Baltic Sea,39G4,27.3.d.24
1501:354:114:3,Baltic Sea,39G4,27.3.d.24
1501:354:114:4,Baltic Sea,39G4,27.3.d.24
1501:354:120:1,Baltic Sea,39G4,27.3.d.24
1501:354:120:2,Baltic Sea,39G4,27.3.d.24
1501:354:120:3,Baltic Sea,39G4,27.3.d.24
1501:354:120:4,Baltic Sea,39G4,27.3.d.24
1501:354:121:1,Baltic Sea,39G4,27.3.d.24
1501:354:121:2,Baltic Sea,39G4,27.3.d.24
1501:354:121:3,Baltic Sea,39G4,27.3.d.24
1501:354:121:4,Baltic Sea,39G4,27.3.d.24
1501:354:122:1,Baltic Sea,39G4,27.3.d.24
1501:354:122:2,Baltic Sea,39G4,27.3.d.24
1501:354:122:3,Baltic Sea,39G4,27.3.d.24
1501:354:122:4,Baltic Sea,39G4,27.3.d.24
1501:354:123:1,Baltic Sea,39G4,27.3.d.24
1501:354:123:2,Baltic Sea,39G4,27.3.d.24
1501:354:123:3,Baltic Sea,39G4,27.3.d.24
1501:354:123:4,Baltic Sea,39G4,27.3.d.24
1501:354:124:1,Baltic Sea,39G4,27.3.d.24
1501:354:124:2,Baltic Sea,39G4,27.3.d.24
1501:354:124:3,Baltic Sea,39G4,27.3.d.24
1501:354:124:4,Baltic Sea,39G4,27.3.d.24
1501:354:130:1,Baltic Sea,39G4,27.3.d.24
1501:354:130:2,Baltic Sea,39G4,27.3.d.24
1501:354:130:3,Baltic Sea,39G4,27.3.d.24
1501:354:130:4,Baltic Sea,39G4,27.3.d.24
1501:354:131:1,Baltic Sea,39G4,27.3.d.24
1501:354:131:2,Baltic Sea,39G4,27.3.d.24
1501:354:131:3,Baltic Sea,39G4,27.3.d.24
1501:354:132:1,Baltic Sea,39G4,27.3.d.24
1501:354:132:2,Baltic Sea,39G4,27.3.d.24
1501:354:132:3,Baltic Sea,39G4,27.3.d.24
1501:354:132:4,Baltic Sea,39G4,27.3.d.24
1501:354:133:1,Baltic Sea,39G4,27.3.d.24
1501:354:133:2,Baltic Sea,39G4,27.3.d.24
1501:354:133:3,Baltic Sea,39G4,27.3.d.24
1501:354:133:4,Baltic Sea,39G4,27.3.d.25
1501:354:134:1,Baltic Sea,39G4,27.3.d.24
1501:354:134:2,Baltic Sea,39G4,27.3.d.24
1501:354:134:3,Baltic Sea,39G4,27.3.d.25
1501:354:134:4,Baltic Sea,39G4,27.3.d.25
1501:354:142:1,NA,39G4,NA
1501:354:142:2,Baltic Sea,39G4,27.3.d.25
1501:354:142:4,NA,39G4,NA
1501:354:143:1,Baltic Sea,39G4,27.3.d.25
1501:354:143:2,Baltic Sea,39G4,27.3.d.25
1501:354:143:3,Baltic Sea,39G4,27.3.d.25
1501:354:143:4,Baltic Sea,39G4,27.3.d.25
1501:354:144:1,Baltic Sea,39G4,27.3.d.25
1501:354:144:2,Baltic Sea,39G4,27.3.d.25
1501:354:144:3,Baltic Sea,39G4,27.3.d.25
1501:354:144:4,Baltic Sea,39G4,27.3.d.25
1501:354:205:1,Baltic Sea,39G4,27.3.d.24
1501:354:205:2,Baltic Sea,39G4,27.3.d.24
1501:354:205:3,Baltic Sea,39G4,27.3.d.24
1501:354:205:4,Baltic Sea,39G4,27.3.d.24
1501:354:206:1,Baltic Sea,39G4,27.3.d.24
1501:354:206:2,Baltic Sea,39G4,27.3.d.24
1501:354:206:3,Baltic Sea,39G4,27.3.d.24
1501:354:206:4,Baltic Sea,39G4,27.3.d.24
1501:354:207:2,Baltic Sea,39G4,27.3.d.24
1501:354:215:1,Baltic Sea,39G4,27.3.d.24
1501:354:215:2,Baltic Sea,39G4,27.3.d.24
1501:354:215:3,Baltic Sea,39G4,27.3.d.24
1501:354:215:4,Baltic Sea,39G4,27.3.d.24
1501:354:216:1,Baltic Sea,39G4,27.3.d.24
1501:354:216:2,Baltic Sea,39G4,27.3.d.24
1501:354:216:3,Baltic Sea,39G4,27.3.d.24
1501:354:216:4,Baltic Sea,39G4,27.3.d.24
1501:354:217:3,NA,39G4,NA
1501:354:225:1,Baltic Sea,39G4,27.3.d.24
1501:354:225:2,Baltic Sea,39G4,27.3.d.24
1501:354:225:3,Baltic Sea,39G4,27.3.d.24
1501:354:225:4,Baltic Sea,39G4,27.3.d.24
1501:354:226:1,Baltic Sea,39G4,27.3.d.24
1501:354:226:2,Baltic Sea,39G4,27.3.d.24
1501:354:226:3,Baltic Sea,39G4,27.3.d.24
1501:354:226:4,Baltic Sea,39G4,27.3.d.24
1501:354:227:3,Baltic Sea,39G4,27.3.d.24
1501:354:227:4,NA,39G4,NA
1501:354:228:2,NA,39G4,NA
1501:354:228:3,Baltic Sea,39G4,27.3.d.25
1501:354:228:4,Baltic Sea,39G4,27.3.d.25
1501:354:229:2,Baltic Sea,39G4,27.3.d.25
1501:354:229:3,Baltic Sea,39G4,27.3.d.25
1501:354:229:4,Baltic Sea,39G4,27.3.d.25
1501:354:235:1,Baltic Sea,39G4,27.3.d.24
1501:354:235:2,Baltic Sea,39G4,27.3.d.24
1501:354:235:3,Baltic Sea,39G4,27.3.d.25
1501:354:235:4,Baltic Sea,39G4,27.3.d.25
1501:354:236:1,Baltic Sea,39G4,27.3.d.24
1501:354:236:2,Baltic Sea,39G4,27.3.d.25
1501:354:236:3,Baltic Sea,39G4,27.3.d.25
1501:354:236:4,Baltic Sea,39G4,27.3.d.25
1501:354:237:1,Baltic Sea,39G4,27.3.d.25
1501:354:237:2,Baltic Sea,39G4,27.3.d.25
1501:354:237:3,Baltic Sea,39G4,27.3.d.25
1501:354:237:4,Baltic Sea,39G4,27.3.d.25
1501:354:238:1,Baltic Sea,39G4,27.3.d.25
1501:354:238:2,Baltic Sea,39G4,27.3.d.25
1501:354:238:3,Baltic Sea,39G4,27.3.d.25
1501:354:238:4,Baltic Sea,39G4,27.3.d.25
1501:354:239:1,Baltic Sea,39G4,27.3.d.25
1501:354:239:2,Baltic Sea,39G4,27.3.d.25
1501:354:239:3,Baltic Sea,39G4,27.3.d.25
1501:354:239:4,Baltic Sea,39G4,27.3.d.25
1501:354:245:1,Baltic Sea,39G4,27.3.d.25
1501:354:245:2,Baltic Sea,39G4,27.3.d.25
1501:354:245:3,Baltic Sea,39G4,27.3.d.25
1501:354:245:4,Baltic Sea,39G4,27.3.d.25
1501:354:246:1,Baltic Sea,39G4,27.3.d.25
1501:354:246:2,Baltic Sea,39G4,27.3.d.25
1501:354:246:3,Baltic Sea,39G4,27.3.d.25
1501:354:246:4,Baltic Sea,39G4,27.3.d.25
1501:354:247:1,Baltic Sea,39G4,27.3.d.25
1501:354:247:2,Baltic Sea,39G4,27.3.d.25
1501:354:247:3,Baltic Sea,39G4,27.3.d.25
1501:354:247:4,Baltic Sea,39G4,27.3.d.25
1501:354:248:1,Baltic Sea,39G4,27.3.d.25
1501:354:248:2,Baltic Sea,39G4,27.3.d.25
1501:354:248:3,Baltic Sea,39G4,27.3.d.25
1501:354:248:4,Baltic Sea,39G4,27.3.d.25
1501:354:249:1,Baltic Sea,39G4,27.3.d.25
1501:354:249:2,Baltic Sea,39G4,27.3.d.25
1501:354:249:3,Baltic Sea,39G4,27.3.d.25
1501:354:249:4,Baltic Sea,39G4,27.3.d.25
1501:354:353:1,NA,40G4,NA
1501:354:353:2,Baltic Sea,40G4,27.3.d.25
1501:354:353:3,NA,40G4,NA
1501:354:353:4,Baltic Sea,40G4,27.3.d.25
1501:354:354:1,Baltic Sea,40G4,27.3.d.25
1501:354:354:2,Baltic Sea,40G4,27.3.d.25
1501:354:354:3,Baltic Sea,40G4,27.3.d.25
1501:354:354:4,Baltic Sea,40G4,27.3.d.25
1501:354:362:2,NA,40G4,NA
1501:354:362:3,NA,40G4,NA
1501:354:362:4,Baltic Sea,40G4,27.3.d.25
1501:354:363:1,Baltic Sea,40G4,27.3.d.25
1501:354:363:2,Baltic Sea,40G4,27.3.d.25
1501:354:363:3,Baltic Sea,40G4,27.3.d.25
1501:354:363:4,Baltic Sea,40G4,27.3.d.25
1501:354:364:1,Baltic Sea,40G4,27.3.d.25
1501:354:364:2,Baltic Sea,40G4,27.3.d.25
1501:354:364:3,Baltic Sea,40G4,27.3.d.25
1501:354:364:4,Baltic Sea,40G4,27.3.d.25
1501:354:372:1,Baltic Sea,40G4,27.3.d.25
1501:354:372:2,Baltic Sea,40G4,27.3.d.25
1501:354:372:4,Baltic Sea,40G4,27.3.d.25
1501:354:373:1,Baltic Sea,40G4,27.3.d.25
1501:354:373:2,Baltic Sea,40G4,27.3.d.25
1501:354:373:3,Baltic Sea,40G4,27.3.d.25
1501:354:373:4,Baltic Sea,40G4,27.3.d.25
1501:354:374:1,Baltic Sea,40G4,27.3.d.25
1501:354:374:2,Baltic Sea,40G4,27.3.d.25
1501:354:374:3,Baltic Sea,40G4,27.3.d.25
1501:354:374:4,Baltic Sea,40G4,27.3.d.25
1501:354:455:1,Baltic Sea,40G4,27.3.d.25
1501:354:455:2,Baltic Sea,40G4,27.3.d.25
1501:354:455:3,Baltic Sea,40G4,27.3.d.25
1501:354:455:4,Baltic Sea,40G4,27.3.d.25
1501:354:456:1,Baltic Sea,40G4,27.3.d.25
1501:354:456:2,Baltic Sea,40G4,27.3.d.25
1501:354:456:3,Baltic Sea,40G4,27.3.d.25
1501:354:456:4,Baltic Sea,40G4,27.3.d.25
1501:354:457:1,Baltic Sea,40G4,27.3.d.25
1501:354:457:2,Baltic Sea,40G4,27.3.d.25
1501:354:457:3,Baltic Sea,40G4,27.3.d.25
1501:354:457:4,Baltic Sea,40G4,27.3.d.25
1501:354:458:1,Baltic Sea,40G4,27.3.d.25
1501:354:458:2,Baltic Sea,40G4,27.3.d.25
1501:354:458:3,Baltic Sea,40G4,27.3.d.25
1501:354:458:4,Baltic Sea,40G4,27.3.d.25
1501:354:459:1,Baltic Sea,40G4,27.3.d.25
1501:354:459:2,Baltic Sea,40G4,27.3.d.25
1501:354:459:3,Baltic Sea,40G4,27.3.d.25
1501:354:459:4,Baltic Sea,40G4,27.3.d.25
1501:354:465:1,Baltic Sea,40G4,27.3.d.25
1501:354:465:2,Baltic Sea,40G4,27.3.d.25
1501:354:465:3,Baltic Sea,40G4,27.3.d.25
1501:354:465:4,Baltic Sea,40G4,27.3.d.25
1501:354:466:1,Baltic Sea,40G4,27.3.d.25
1501:354:466:2,Baltic Sea,40G4,27.3.d.25
1501:354:466:3,Baltic Sea,40G4,27.3.d.25
1501:354:466:4,Baltic Sea,40G4,27.3.d.25
1501:354:467:1,Baltic Sea,40G4,27.3.d.25
1501:354:467:2,Baltic Sea,40G4,27.3.d.25
1501:354:467:3,Baltic Sea,40G4,27.3.d.25
1501:354:467:4,Baltic Sea,40G4,27.3.d.25
1501:354:468:1,Baltic Sea,40G4,27.3.d.25
1501:354:468:2,Baltic Sea,40G4,27.3.d.25
1501:354:468:3,Baltic Sea,40G4,27.3.d.25
1501:354:468:4,Baltic Sea,40G4,27.3.d.25
1501:354:469:1,Baltic Sea,40G4,27.3.d.25
1501:354:469:2,Baltic Sea,40G4,27.3.d.25
1501:354:469:3,Baltic Sea,40G4,27.3.d.25
1501:354:469:4,Baltic Sea,40G4,27.3.d.25
1501:354:475:1,Baltic Sea,40G4,27.3.d.25
1501:354:475:2,Baltic Sea,40G4,27.3.d.25
1501:354:475:4,Baltic Sea,40G4,27.3.d.25
1501:354:476:1,Baltic Sea,40G4,27.3.d.25
1501:354:476:2,Baltic Sea,40G4,27.3.d.25
1501:354:476:3,Baltic Sea,40G4,27.3.d.25
1501:354:476:4,Baltic Sea,40G4,27.3.d.25
1501:354:477:1,Baltic Sea,40G4,27.3.d.25
1501:354:477:2,Baltic Sea,40G4,27.3.d.25
1501:354:477:3,Baltic Sea,40G4,27.3.d.25
1501:354:477:4,Baltic Sea,40G4,27.3.d.25
1501:354:478:1,Baltic Sea,40G4,27.3.d.25
1501:354:478:2,Baltic Sea,40G4,27.3.d.25
1501:354:478:3,Baltic Sea,40G4,27.3.d.25
1501:354:478:4,Baltic Sea,40G4,27.3.d.25
1501:354:479:1,Baltic Sea,40G4,27.3.d.25
1501:354:479:2,Baltic Sea,40G4,27.3.d.25
1501:354:479:3,Baltic Sea,40G4,27.3.d.25
1501:354:479:4,Baltic Sea,40G4,27.3.d.25
1501:354:485:3,Baltic Sea,40G4,27.3.d.25
1501:354:485:4,Baltic Sea,40G4,27.3.d.25
1501:354:486:1,Baltic Sea,40G4,27.3.d.25
1501:354:486:2,Baltic Sea,40G4,27.3.d.25
1501:354:487:1,Baltic Sea,40G4,27.3.d.25
1501:354:487:2,Baltic Sea,40G4,27.3.d.25
1501:354:487:3,Baltic Sea,40G4,27.3.d.25
1501:354:487:4,Baltic Sea,40G4,27.3.d.25
1501:354:488:1,Baltic Sea,40G4,27.3.d.25
1501:354:488:2,Baltic Sea,40G4,27.3.d.25
1501:354:488:3,Baltic Sea,40G4,27.3.d.25
1501:354:488:4,Baltic Sea,40G4,27.3.d.25
1501:354:489:1,Baltic Sea,40G4,27.3.d.25
1501:354:489:2,Baltic Sea,40G4,27.3.d.25
1501:354:489:3,Baltic Sea,40G4,27.3.d.25
1501:354:489:4,Baltic Sea,40G4,27.3.d.25
1501:354:495:1,Baltic Sea,40G4,27.3.d.25
1501:354:495:2,Baltic Sea,40G4,27.3.d.25
1501:354:496:1,Baltic Sea,40G4,27.3.d.25
1501:354:496:2,Baltic Sea,40G4,27.3.d.25
1501:354:496:3,Baltic Sea,40G4,27.3.d.25
1501:354:497:1,Baltic Sea,40G4,27.3.d.25
1501:354:497:2,Baltic Sea,40G4,27.3.d.25
1501:354:497:4,Baltic Sea,40G4,27.3.d.25
1501:354:498:1,Baltic Sea,40G4,27.3.d.25
1501:354:498:2,Baltic Sea,40G4,27.3.d.25
1501:354:498:3,Baltic Sea,40G4,27.3.d.25
1501:354:498:4,Baltic Sea,40G4,27.3.d.25
1501:354:499:1,Baltic Sea,40G4,27.3.d.25
1501:354:499:2,Baltic Sea,40G4,27.3.d.25
1501:354:499:3,Baltic Sea,40G4,27.3.d.25
1501:354:499:4,Baltic Sea,40G4,27.3.d.25
1501:360:102:2,Baltic Sea,41G0,27.3.c.22
1501:360:102:4,Baltic Sea,41G0,27.3.c.22
1501:360:103:1,Baltic Sea,41G0,27.3.c.22
1501:360:103:3,Baltic Sea,41G0,27.3.c.22
1501:360:104:1,Baltic Sea,41G0,27.3.c.22
1501:360:104:2,Baltic Sea,41G0,27.3.c.22
1501:360:104:3,Baltic Sea,41G0,27.3.c.22
1501:360:104:4,Baltic Sea,41G0,27.3.c.22
1501:360:112:2,Baltic Sea,41G0,27.3.c.22
1501:360:113:1,Baltic Sea,41G0,27.3.c.22
1501:360:113:2,Baltic Sea,41G0,27.3.c.22
1501:360:114:2,Baltic Sea,41G0,27.3.c.22
1501:360:123:2,Baltic Sea,41G0,27.3.c.22
1501:360:123:4,NA,41G0,NA
1501:360:124:1,Baltic Sea,41G0,27.3.c.22
1501:360:124:3,Baltic Sea,41G0,27.3.c.22
1501:360:205:1,Baltic Sea,41G0,27.3.c.22
1501:360:205:2,Baltic Sea,41G0,27.3.c.22
1501:360:205:3,Baltic Sea,41G0,27.3.c.22
1501:360:205:4,Baltic Sea,41G0,27.3.c.22
1501:360:206:1,Baltic Sea,41G0,27.3.c.22
1501:360:206:2,Baltic Sea,41G0,27.3.c.22
1501:360:206:3,Baltic Sea,41G0,27.3.c.22
1501:360:206:4,Baltic Sea,41G0,27.3.c.22
1501:360:207:1,Baltic Sea,41G0,27.3.c.22
1501:360:207:2,Baltic Sea,41G0,27.3.c.22
1501:360:207:3,Baltic Sea,41G0,27.3.c.22
1501:360:207:4,Baltic Sea,41G0,27.3.c.22
1501:360:208:1,Baltic Sea,41G0,27.3.c.22
1501:360:208:3,Baltic Sea,41G0,27.3.c.22
1501:360:209:1,Baltic Sea,41G0,27.3.c.22
1501:360:209:3,Baltic Sea,41G0,27.3.c.22
1501:360:209:4,Baltic Sea,41G0,27.3.c.22
1501:360:215:1,NA,41G0,NA
1501:360:215:2,Baltic Sea,41G0,27.3.c.22
1501:360:215:4,Baltic Sea,41G0,27.3.c.22
1501:360:216:2,Baltic Sea,41G0,27.3.c.22
1501:360:216:3,Baltic Sea,41G0,27.3.c.22
1501:360:217:1,Baltic Sea,41G0,27.3.c.22
1501:360:217:2,Baltic Sea,41G0,27.3.c.22
1501:360:217:4,Greater North Sea,41G0,27.3.a.21
1501:360:218:1,Greater North Sea,41G0,27.3.a.21
1501:360:218:2,Greater North Sea,41G0,27.3.a.21
1501:360:218:3,Greater North Sea,41G0,27.3.a.21
1501:360:218:4,Greater North Sea,41G0,27.3.a.21
1501:360:219:1,Greater North Sea,41G0,27.3.a.21
1501:360:219:2,Greater North Sea,41G0,27.3.a.21
1501:360:219:3,Greater North Sea,41G0,27.3.a.21
1501:360:219:4,Greater North Sea,41G0,27.3.a.21
1501:360:226:1,Baltic Sea,41G0,27.3.c.22
1501:360:227:2,Greater North Sea,41G0,27.3.a.21
1501:360:228:1,Greater North Sea,41G0,27.3.a.21
1501:360:228:2,Greater North Sea,41G0,27.3.a.21
1501:360:228:3,Greater North Sea,41G0,27.3.a.21
1501:360:228:4,Greater North Sea,41G0,27.3.a.21
1501:360:229:1,Greater North Sea,41G0,27.3.a.21
1501:360:229:2,Greater North Sea,41G0,27.3.a.21
1501:360:229:3,Greater North Sea,41G0,27.3.a.21
1501:360:229:4,Greater North Sea,41G0,27.3.a.21
1501:360:238:2,NA,41G0,NA
1501:360:239:1,Greater North Sea,41G0,27.3.a.21
1501:360:239:2,Greater North Sea,41G0,27.3.a.21
1501:360:239:3,Greater North Sea,41G0,27.3.a.21
1501:360:239:4,Greater North Sea,41G0,27.3.a.21
1501:360:249:1,NA,41G0,NA
1501:360:249:2,Greater North Sea,41G0,27.3.a.21
1501:360:249:4,Greater North Sea,41G0,27.3.a.21
1501:360:455:3,Greater North Sea,42G0,27.3.a.21
1501:360:457:3,Greater North Sea,42G0,27.3.a.21
1501:360:457:4,Greater North Sea,42G0,27.3.a.21
1501:360:458:1,NA,42G0,NA
1501:360:458:2,Greater North Sea,42G0,27.3.a.21
1501:360:458:3,Greater North Sea,42G0,27.3.a.21
1501:360:459:1,Greater North Sea,42G0,27.3.a.21
1501:360:459:2,Greater North Sea,42G0,27.3.a.21
1501:360:459:3,Greater North Sea,42G0,27.3.a.21
1501:360:459:4,Greater North Sea,42G0,27.3.a.21
1501:360:465:1,Greater North Sea,42G0,27.3.a.21
1501:360:465:2,Greater North Sea,42G0,27.3.a.21
1501:360:465:4,Greater North Sea,42G0,27.3.a.21
1501:360:466:3,Greater North Sea,42G0,27.3.a.21
1501:360:466:4,Greater North Sea,42G0,27.3.a.21
1501:360:468:1,Greater North Sea,42G0,27.3.a.21
1501:360:468:2,Greater North Sea,42G0,27.3.a.21
1501:360:468:3,Greater North Sea,42G0,27.3.a.21
1501:360:469:1,Greater North Sea,42G0,27.3.a.21
1501:360:469:2,Greater North Sea,42G0,27.3.a.21
1501:360:469:3,Greater North Sea,42G0,27.3.a.21
1501:360:475:4,Greater North Sea,42G0,27.3.a.21
1501:360:476:1,Greater North Sea,42G0,27.3.a.21
1501:360:477:1,Greater North Sea,42G0,27.3.a.21
1501:360:478:1,Greater North Sea,42G0,27.3.a.21
1501:360:478:2,Greater North Sea,42G0,27.3.a.21
1501:360:478:3,Greater North Sea,42G0,27.3.a.21
1501:360:479:1,Greater North Sea,42G0,27.3.a.21
1501:360:479:2,Greater North Sea,42G0,27.3.a.21
1501:360:479:3,Greater North Sea,42G0,27.3.a.21
1501:360:487:2,Greater North Sea,42G0,27.3.a.21
1501:360:488:1,Greater North Sea,42G0,27.3.a.21
1501:360:489:1,Greater North Sea,42G0,27.3.a.21
1501:360:489:3,Greater North Sea,42G0,27.3.a.21
1501:361:100:1,Baltic Sea,41G1,27.3.c.22
1501:361:100:2,Baltic Sea,41G1,27.3.c.22
